original_tweet,cleaned_tweet,sentiment
USER USER Hahahaha...timnasnya aja gk loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono di bawah jamban',pengguna pengguna hahahaha...timnasnya saja tidak lolos belagu meledeki timnas laenn..malu oi malu..diem2 baik sana di bawah jamban',negative
santri tolak berita hoax dan ingin pilkada kota kediri damai:,santri tolak berita hoaks dan ingin pilihan kepala daerah kota kediri damai:,negative
"Rambutnya bagus gak kyk sapu iduk. Matanya sipit tapi masih ada, gk ilang. Kakinya banyak corengan tapi panjang. Idaman Bang Sungjin ini mah. Awas aja lo yang bakalan ngehamilin dia njin! \nDowoon: aku harap aku bisa ngajak mbaknya curhat dan maen berbie","rambutnya bagus tidak kayak sapu iduk. matanya sipit tapi masih ada, tidak ilang. kakinya banyak corengan tapi panjang. idaman bang sungjin ini mah. awas saja kamu yang akan menghamili dia njin! dowoon: aku harap aku bisa mengajak mbaknya curhat dan main barbie",negative
"USER Solusinya apa Yang Mulia Kaban, sebagai tokoh bersih, ANTI Aseng, ; mohon kasih tausiyah'","pengguna solusinya apa yang mulia kaban, sebagai tokoh bersih, anti aseng, ; mohon kasih tausiyah'",negative
"Bekas pabrik gula Tjolomadoe di Karanganyar, Jawa Tengah diubah menjadi sebuah gedung pertunjukan sekaligus cagar budaya.; ; USER, USER, dan USER menjadi yang pertama menggelar konser di gedung ini.","bekas pabrik gula tjolomadoe di karanganyar, jawa tengah diubah menjadi sebuah gedung pertunjukan sekaligus cagar budaya.; ; user, user, dan pengguna menjadi yang pertama menggelar konser di gedung ini.",negative
MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,mengapa ahoker kristen & munafik tidak berhenti memaki gereja setiap hari? apakah mereka memang dipengarahan ahok untuk menghina sih bumi datar?,negative
USER USER USER USER USER USER iyain dah tante jablay wkwk',pengguna pengguna pengguna pengguna pengguna pengguna iyakan sudah tante jablay wkwk',negative
USER USER Totol ketemu tolol !',pengguna pengguna totol ketemu tolol !',negative
Memang bukan Partai yg dibangkitkan tp faham Komunis yg ingin bangkitkan dan ditanamkan oleh rezim ini pak...,memang bukan partai yang dibangkitkan tetapi paham komunis yang ingin bangkitkan dan ditanamkan oleh rezim ini pak...,negative
"Merti Dusun Pancuran,Terong,Dlingo, Minggu, 15 April 18 mulai jam 09.00 di Lap Pancuran dimeriahkan dg kirab budaya dan pentas seni. Hari Senin, 16 April 18 dilanjutkan tayup di Sendang Sumur/Pepunden USER USER USER USER USER","merti dusun pancuran,terong,dlingo, minggu, 15 april 18 mulai jam 09.00 di lap pancuran dimeriahkan dengan kirab budaya dan pentas seni. hari senin, 16 april 18 dilanjutkan tayub di sendang sumur/pepunden pengguna pengguna pengguna pengguna pengguna",negative
USER USER USER USER USER Hadeh USER jujur sama diri sendiri walau bisa bohongi,pengguna pengguna pengguna pengguna pengguna aduh pengguna jujur sama diri sendiri walau bisa bohongi,negative
tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat URL,tobat yuk sebelum terlambat. biar gerombolan jil saja yang kita doakan konsisten bela kekafiran hingga akhir hayat uniform resource locator,negative
"Harusnya gini yaa, kan mbaknyah udah ngaku dewasa jadi bisa bedain tuh mana perilaku baik mana perilaku buruk! dan menurut aing si cowok itu brengsek.'","harusnya begini yaa, kan mbaknya sudah mengakui dewasa jadi bisa bedakan itu mana perilaku baik mana perilaku buruk! dan menurut aku sih cowok itu brengsek.'",negative
Fahri Hamzah bela Prabowo masalah pertolongan pemerintah Jokowi ke Rohingya. Bubarkan pki bubarkan pki,fahri hamzah bela prabowo masalah pertolongan pemerintah jokowi ke rohingya. bubarkan partai komunis indonesia bubarkan partai komunis indonesia,negative
"USER aku baru lahir langsung bisa makan nasi, gapake nete :)'","pengguna aku baru lahir langsung bisa makan nasi, tidak pakai nete :)'",negative
2) BHINEKA MENURUT ISLAM ITU ARTINYA MEMPERLAKUKAN KAFIR SEBAGAI DHIMMI YANG HAKNYA DIINJAK-INJAK,2) bineka menurut islam itu artinya memperlakukan kafir sebagai dhimmi yang haknya diinjak-injak,negative
"Jika Terpilih Jadi Gubernur Sulsel, Nurdin Abdullah Siapkan Maros Jadi Kota","jika terpilih jadi gubernur sulsel, nurdin abdullah siapkan maros jadi kota",negative
USER USER USER Hanya bani cabul yg bisa di bodohi si cabul. Terbukti cabul hingga kabur dan skrg terlunta-lunta di arab. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna pengguna pengguna hanya bani cabul yang bisa di bodohi sih cabul. terbukti cabul hingga kabur dan sekarang terlunta-lunta di arab. ',negative
USER Pasti cebong ikut2 an gelas nya ada gambar 5 priode cebong\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna pasti cebong ikut ikut an gelas nya ada gambar 5 periode cebong',negative
RT USER Yang membuat kami rugi bukan jonru mas tapi jokowi emang utang hampir 4000T buat rakyat..? Garam naik 400% situ ga tau..,rt pengguna yang membuat kami rugi bukan jonru mas tapi jokowi memang utang hampir 4000t buat rakyat..? garam naik 400% situ tidak tau..,negative
SELAMA REZIM JOKOWI TIDAK LENGSER MAKA KEADILAN HANYA UNTUK PENGUASA SAJA. JALAN SATU SATUNYA LENGSERKAN JOKOWI.,selama rezim jokowi tidak lengser maka keadilan hanya untuk penguasa saja. jalan satu satunya lengserkan jokowi.,negative
"USER USER Pertanyaan tolol || buktikan dong, jangan cuma katanya2 aja !'","pengguna pengguna pertanyaan tolol || buktikan dong, jangan cuma katanya katanya saja !'",negative
RT USER: Masih mau memilih Agus-Sylvi???\nAnaknya SBY dan Keluarga Koruptor\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026,rt user: masih mau memilih agus-sylvi??? anaknya susilo bambang yudhoyono dan keluarga koruptor #blusukanahok #berjamaahcoblospecinya\u2026,negative
"USER USER USER USER USER USER USER Ohhhhh, kader moncong putih kan? Ciri khas cebong, pasti serang ke Islamnya.., coba yg ngelakui tapir psti MINGKEM'","pengguna pengguna pengguna pengguna pengguna pengguna pengguna ohhhhh, kader moncong putih kan? ciri khas cebong, pasti serang ke islamnya.., coba yang melakukan tapir pasti mingkem'",negative
Cinta yg sejati adalah ketika kamu buta akan sekelilingmu. #Eikichi (GTO)',cinta yang sejati adalah ketika kamu buta akan sekelilingmu. #eikichi (gto)',negative
USER Ayo lah mas. Udab becek nih memek.',pengguna ayo lah mas. sudah becek nih memek.',negative
USER Afwan ust lalu bagaimana mengenai Ujaran yg santer terdengar bahwa ust AM itu agen Yahudi?',pengguna afwan ustaz lalu bagaimana mengenai ujaran yang santer terdengar bahwa ustaz am itu agen yahudi?',negative
USER Baiknya yg mundur adalah USER krn gk becus mengurus negeri,pengguna baiknya yang mundur adalah pengguna karena tidak becus mengurus negeri,negative
"TOLOL nya tuh parah pisan, ada yang di lecehin, trus korban nya maki2, yang lain diem doang sibuk sama HP sendiri, WOI TOLOL, MIKIR ANYING KALO NYOKAP ATO ADE ATO KAKAK LO DI GITUIN GIMANA GOBLOK? ADA CEWE DI DEPAN LO DI LECEHIN TRUS LO PADA DIEM DOANG?","tolol nya itu parah pisan, ada yang di lecehin, terus korban nya maki2, yang lain diam doang sibuk sama handphone sendiri, woi tolol, pikir anjing kalau ibu atau adek atau kakak kamu di begitukan bagaimana goblok? ada cewek di depan kamu di lecehkan terus kamu pada diam doang?",negative
"USER Beda negara beda definisi - definisi USER : pemulung, TKI, TKW, pengemis nggak miskin krn makan 3x sehari dan income &gt;Rp 600,000/bulan dll USER USER USER USER USER USER USER USER","pengguna beda negara beda definisi - definisi pengguna : pemulung, tki, tkw, pengemis enggak miskin karena makan tiga kali sehari dan income &gt;rp 600,000/bulan dan lain lain pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna",negative
"Menjadi asing, membenci bising. Adakah hubungan yang paling rumit dibanding bersahabat dengan hening?'","menjadi asing, membenci bising. adakah hubungan yang paling rumit dibanding bersahabat dengan hening?'",negative
"Laskar liar yang terdiri dari para penjahat, kelompok jawara yang ingin mengambil tanah-tanah milik para Tuan Tionghoa, dan Laskar Hitam'","laskar liar yang terdiri dari para penjahat, kelompok jawara yang ingin mengambil tanah-tanah milik para tuan tionghoa, dan laskar hitam'",negative
PSI mesra dengan DIKTATOR JOKOWI yg tak peduli kejahatan yg menimpa Munir,psi mesra dengan diktator jokowi yang tak peduli kejahatan yang menimpa munir,negative
"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'","pengguna pengguna pengguna kan alamat kerjaku sudah aku kasih tadi.. datang ajah, biar kubuktikan kamu itu juga lgbt aka banci kaleng....'",negative
USER USER Rezim ini bubar kandangin semua...ganti kpk pro rezim.',pengguna pengguna rezim ini bubar kandangkan semua...ganti komisi pemberantasan korupsi pro rezim.',negative
USER Kembang bangkai?',pengguna kembang bangkai?',negative
USER Lahhh coba gubernur kafir pasti pada teriak nihh demo hahaha.',pengguna lah coba gubernur kafir pasti pada teriak nih demo hahaha.',negative
"USER Bocah geblek, penjara tempatnya!'","pengguna bocah geblek, penjara tempatnya!'",negative
"USER \xc3\x97\n\n ""Oh, kau siapa?"" tanya Crow saat melihat seorang gadis asing yang rasanya...tidak pernah...pernah...entahlah. Rasanya pernah kenal.'","pengguna ""oh, kamu siapa?"" tanya crow saat melihat seorang gadis asing yang rasanya...tidak pernah...pernah...entahlah. rasanya pernah kenal.'",negative
"Intinya yg kamu katakan itu lawan katanya,,intine lekno matamu,aku bajingan kuwe yo bajingan podo wae rak usah kakean aliby intine podo.'","intinya yang kamu katakan itu lawan katanya,,intine lekno matamu,aku bajingan kuwe iya bajingan podo saja rak usah kebanyakan alibi intinya podo.'",negative
RT USER USER Bubarkan aja DPR nya pasti Stop Korupsinya,rt pengguna pengguna bubarkan saja dewan perwakilan rakyat nya pasti stop korupsinya,negative
USER udh pernah diketekin onta belom bang?\n\nga jawab sombong',pengguna sudah pernah diketeki onta belum bang? tidak jawab sombong',negative
"USER Pendungaun Islam ke dirimu sangat mendalam, tidak ada kitab dari Tuhan, isi Quran OCEHAN Muhammad.","pengguna pendunguan islam ke dirimu sangat mendalam, tidak ada kitab dari tuhan, isi alquran ocehan muhammad.",negative
USER USER USER Ya harusnya dihentikan kl mmng anti aseng. \nMakanya jngn gunakan politik sara.. \nBisa merusak kerukunan manusia.',pengguna pengguna pengguna ya harusnya dihentikan kalau memang anti aseng. makanya jangan gunakan politik sara.. bisa merusak kerukunan manusia.',negative
"memerhati cara chef Barat menilai salah ttg ayam rendang, aku terfikir jika mereka juga telah tersalah menilai seni catan, sastera, filem dan hasil seni budaya lain sebelah sini dari kaca mata dan cita rasa mereka.","memperhatikan cara chef barat menilai salah tentang ayam rendang, aku terpikir jika mereka juga telah tersalah menilai seni catan, sastera, film dan hasil seni budaya lain sebelah sini dari kaca mata dan cita rasa mereka.",negative
joss Nggih,joss iya,negative
"Tidak banyak yang mengetahui, lewat Yerusalem orang-orang justru diajarkan indahnya keragaman dan pentingnya toleransi. Wajah kota suci agama Islam, Kristen, dan Yahudi yang toleran; .; #PenerbitMizan #Mizan35 #Yerusalem","tidak banyak yang mengetahui, lewat yerusalem orang-orang justru diajarkan indahnya keragaman dan pentingnya toleransi. wajah kota suci agama islam, kristen, dan yahudi yang toleran; .; #penerbitmizan #mizan35 #yerusalem",negative
"USER USER Tiada paksaan dlm Islam. Mau kafir, murtad monggo sj. Aplg skdr budaya lokal. Menuju Islam smpurna tentu berproses. Islam menghormati itu.'","pengguna pengguna tiada paksaan dalam islam. mau kafir, murtad monggo sj. apa lagi sekadar budaya lokal. menuju islam sempurna tentu berproses. islam menghormati itu.'",negative
Freeport adalah perusahaan asing pertama yang menandatangani kontrak dengan rezim baru di Jakarta dan menjadi aktor ekonomi dan politik utama di Indonesia pada tahun 1967. #Freeport51',freeport adalah perusahaan asing pertama yang menandatangani kontrak dengan rezim baru di jakarta dan menjadi aktor ekonomi dan politik utama di indonesia pada tahun 1967. #freeport51',negative
Mendagri Puji Prestasi Gubernur Made Mangku Pastika,menteri dalam negeri puji prestasi gubernur made memangku pastikan,negative
Hadeuuh udh PO lama eh pas barang dateng malah banyak yg cacat. Mending refund ajalah rugi ratusan reben -_-',aduh sudah po lama eh pas barang datang malah banyak yang cacat. mending refund sajalah rugi ratusan reben -_-',negative
"Pertanyaan mendasar USER: ""Kitab Suci Fiksi atau Fakta?""; ; Oposisi brtopeng agama: ""Kitab Suci Fiksi alias kumpulan cerita fiktif"".; ; Umat cerdas &amp; beriman: ""Kitab Suci adlh Fakta Kebenaran. Merujuk pd Ayat Al Qur'an itu sendiri bhw tdk ada k","pertanyaan mendasar user: ""kitab suci fiksi atau fakta?""; ; oposisi bertopeng agama: ""kitab suci fiksi alias kumpulan cerita fiktif"".; ; umat cerdas &amp; beriman: ""kitab suci adalah fakta kebenaran. merujuk pada ayat al qur'an itu sendiri bahwa tidak ada k",negative
"USER USER USER Islam Nusantara is\nSlamet Nusantara\nAdalah Simbiosis Islam Jawa yg Anti Arab, Anti Quran dan Anti Nabi.\nAjaran yg tidak punya dalil ttg Siapa pembawah Risalah dan Apa Kitabnya. \nDan ajaran ini sbg Pembawa ideologi p","pengguna pengguna pengguna islam nusantara is selamat nusantara adalah simbiosis islam jawa yang anti arab, anti alquran dan anti nabi. ajaran yang tidak punya dalil tentang siapa pembawa risalah dan apa kitabnya. dan ajaran ini sebagai pembawa ideologi p",negative
USER Gue gak baca bodo!',pengguna gue tidak baca bodo!',negative
"refrensi kpk,cukup dprtmbngk pilkada hrs drobah systemnya,resiko ttap ada tp cri resiko yg sminimal mngkin agar masy benar2dpt maju,sejhtera## Permintaan Tidak Diakomodir, Anggota Tim 11 Bupati Rita Minta Uang Kepada Kontraktor","referensi kpk,cukup dipertimbangkan pilihan kepala daerah harus diubah systemnya,resiko tetap ada tetapi cari risiko yang minimal mungkin agar masyarakat benar benar dapat maju,sejhtera## permintaan tidak diakomodir, anggota tim 11 bupati rita meminta uang kepada kontraktor",negative
"Yuk datang dalam acara launching Kajian Ekonomi Syariah di USER di Jakarta pada hari Jumat 20 April 2018 pukul 12.45 - 14.00 (Ba'da Jumatan) Tema "" Berinvestasi di Pasar Modal Syariah: Halal atau Haram?"" Narasumber : Ustad Mahbub Ma'afi Ram","yuk datang dalam acara launching kajian ekonomi syariat di pengguna di jakarta pada hari jumat 20 april 2018 pukul 12.45 - 14.00 (ba'da jumatan) tema "" berinvestasi di pasar modal syariah: halal atau haram?"" narasumber : ustad mahbub ma'afi ram",negative
"USER RB slot pemain asing Asia/Asean\nAM Raphael Maitimo\n\nOjok lali Striker Buang/pinjamkan 1 atau 2 trus beli lokal 1 Asing ""Argentina"" 1'","pengguna ribu slot pemain asing asia/asean am raphael maitimo ojok lali penyerang buang/pinjamkan 1 atau 2 terus beli lokal 1 asing ""argentina"" 1'",negative
"USER USER Twit w jadi begini, kan kampret :( URL","pengguna pengguna twit gue jadi begini, kan kampret :( uniform resource locator",negative
"RT USER: tidak ada takutnya para bajingan minoritas cina negeri ini terhadap mayoritas islam, terus berulang ulang melecehkan ulam\xe2\x80\xa6'","rt user: tidak ada takutnya para bajingan minoritas cina negeri ini terhadap mayoritas islam, terus berulang ulang melecehkan ulam'",negative
"USER sama. Di lihat darimana mirip umar?? Kalo mirip umar, gak ada ahok&amp;busuk selantang itu menghina agama kita..","pengguna sama. di lihat dari mana mirip umar?? kalau mirip umar, tidak ada ahok&amp;busuk selantang itu menghina agama kita..",negative
Sukanya melihat pergaduhan2 antara sesama agama disebabkan politik dengan racist negeri ni ð???,sukanya melihat pergaduhan pergaduhan antara sesama agama disebabkan politik dengan racist negeri nih ???,negative
"USER USER Kuy lah, adek gua sarap kaga?'","pengguna pengguna ayo lah, adik gue sarap kaga?'",negative
"Tahu goreng &amp; kopi, Prabowo &amp; Jokowi di Pilpres 2019. ; Siapa paling pas jadi Presiden?...pas kopinya...pas Jokowi. ; ; #T3tapJokowi ; #T3tapJokowi2019 ; #JokowiPresidenkuKerjaNyata ; #MenujuIndonesiaMaju ; #JokowiMembangunIndonesia; #UangKita #J","tahu goreng &amp; kopi, prabowo &amp; jokowi di pemilihan presiden 2019. ; siapa paling pas jadi presiden?...pas kopinya...pas jokowi. ; ; #t3tapjokowi ; #t3tapjokowi2019 ; #jokowipresidenkukerjanyata ; #menujuindonesiamaju ; #jokowimembangunindonesia; #uangkita #j",negative
"USER Ini pasti anak"" Cebong n Kampret yg masih polos ga ikut""an Cebong n Kampret Tua \xf0\x9f\x98\x82\xf0\x9f\x98\x80\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\n\xe2\x98\x95\xe2\x98\x95'","pengguna ini pasti anak"" cebong dan kampret yang masih polos tidak ikut""an cebong dan kampret tua '",negative
Nama: Buni Yani Status: Terdakwa Kasus: Pelanggaran UU ITE (diduga) Mendukung Anies-Sandi,nama: buni yani status: terdakwa kasus: pelanggaran undang undang informasi transaksi elektronik (diduga) mendukung anies-sandi,negative
USER USER O : Orang lagi pacaran mantul\nV : Vicuw adalah oknumnya\nE : Edan so sweet bener\nR : Rasanya ingin nyempil diantara mereka\nD : Dilihat lihat mail sayang sama vicuw\nO : Oalah ternyata beneran sayang\nS : Sama sama sayang ya kan?\nI : Inilah yang dinamakan cinta\nS : Semoga bahagia',pengguna pengguna o : orang lagi pacaran mantap betul v : vicuw adalah oknumnya e : edan sok sweet benar r : rasanya ingin menyempil diantara mereka di : dilihat lihat mail sayang sama vicuw o : walah ternyata benaran sayang si : sama sama sayang ya kan? i : inilah yang dinamakan cinta si : semoga bahagia',negative
"USER USER Br rencana itupun 'dikeroyok' 4 bank asing udh diclaim saking susahnya nyari prestasi kali ya xixixi""","pengguna pengguna baru rencana itupun 'dikeroyok' 4 bank asing sudah diklaim saking susahnya mencari prestasi kali ya xixixi""",negative
"Pendukung Jokowi Jangan Asal KLAIM, 70% Dana Pembangunan Bandara Kertajati dari APBD Jabar; ; ""Pembangunan bandara Kertajati mampu menghimpun dana yang tidak tergantung sepenuhnya pada kocek negara. Gubernur Jabar ini tekadnya baik,â?? kata Menhub.; ;","pendukung jokowi jangan asal klaim, 70% dana pembangunan bandara kertajati dari anggaran pendapatan dan belanja daerah jabar; ; ""pembangunan bandara kertajati mampu menghimpun dana yang tidak tergantung sepenuhnya pada kocek negara. gubernur jabar ini tekadnya baik,?? kata menhub.; ;",negative
"Jika Urusan Memilih Pemimpin adalah Urusan Kecil, Mustahil Sampai Lebih 20 Ayat Al Qur'an yg Memerintahkan Umat Islam utk Memilih Pemimpin dgn Kriteria Khusus.; Umat Mesti Sadar Pentingnya Posisi Pemimpin Itu dan Tidak Lagi Asal Memilih, Agar Agama, Bangsa","jika urusan memilih pemimpin adalah urusan kecil, mustahil sampai lebih 20 ayat al qur'an yang memerintahkan umat islam untuk memilih pemimpin dengan kriteria khusus.; umat mesti sadar pentingnya posisi pemimpin itu dan tidak lagi asal memilih, agar agama, bangsa",negative
"USER wkkkkkk, dasar cebong'","pengguna wkkkkkk, dasar cebong'",negative
USER bagus anjir buat lockscreen\xe2\x9d\xa4',pengguna bagus anjir buat lockscreen',negative
"USER USER USER USER Ada kok berita nya pak geogle aja,,, oh ya kan ada peraturan pemerintah yg mempermudah masuk nya tka ke indonesia,,, jdi soal tka ngak perlu di bantah karna ada uu yg mendukung \xf0\x9f\x98\x8","pengguna pengguna pengguna pengguna ada kok berita nya pak google aja,,, oh ya kan ada peraturan pemerintah yang mempermudah masuk nya tenaga kerja asing ke indonesia,,, jadi soal tenaga kerja asing tidak perlu di bantah karena ada undang undang yang mendukung \x8",negative
Pakdeku muslim punya asu juga\nBiasa aja tuh\nGak pernah ribet\nKl aku emang takut sm asu makane gak punya asu dirumah\nBeragamalah yg baik dan benar\nYg bersanad benar jadi otakmu gak slewah URL,pakdeku muslim punya anjing juga biasa saja itu tidak pernah ribet kalau aku memang takut sama anjing makanya tidak punya anjing di rumah beragamalah yang baik dan benar yang bersanad benar jadi otakmu tidak slewah uniform resource locator,negative
"USER aduh aduh nenek, makin tua makin jahat, apakah politik identitas membuat hatimu buta ? COBA PIKIR NORAK BUKAN ? KAMPUNGAN NEK NEK'","pengguna aduh aduh nenek, makin tua makin jahat, apakah politik identitas membuat hatimu buta ? coba pikir norak bukan ? kampungan nek nek'",negative
USER Spill dong nama restorannya. Gue pernah tinggal di papua dulu &amp; seinget gue harga pangan disana mahal. Mbaknya goblok cacat',pengguna spill dong nama restorannya. gue pernah tinggal di papua dulu &amp; seingat gue harga pangan di sana mahal. mbaknya goblok cacat',negative
USER Gajian mesti kntl',pengguna gajian mesti kntl',negative
"Saya dari #Ciamis salah 1 kabupaten d Jawa Barat mndukung Gubernur kami Kang USER mnjadi presiden/wakil presiden RI.; ; Bila trnyata kputusan MS yg PKS sbagai naungan partainya &amp; pilihan ummat bkn beliau, saya akan taat sami'naWaatona. Siapapun i","saya dari #ciamis salah 1 kabupaten di jawa barat mendukung gubernur kami kang pengguna menjadi presiden/wakil presiden ri.; ; bila ternyata keputusan ms yang partai keadilan sejahtera sebagai naungan partainya &amp; pilihan umat bukan beliau, saya akan taat sami'nawaatona. siapapun i",negative
USER Iya eh makanya dikupingku kek gak asing wkwk',pengguna iya eh makanya dikupingku kayak tidak asing wkwk',negative
USER USER Ngomong atau ngigau.,pengguna pengguna berbicara atau ngigau.,negative
Pantes idiot makananya upil URL,pantas idiot makanannya upil uniform resource locator,negative
"Lebih baik mempertahankan Perpres itu, krn resikonya terlalu berat bagi rezim ...; Kata Ahok : Mukidi jd Presiden atas dukungan investor ...; ; Lebih baik rakyat sengsara drpd menanggung ancaman 9 naga ...; ; Hiiiii ...","lebih baik mempertahankan peraturan presiden itu, karena risikonya terlalu berat bagi rezim ...; kata ahok : mukidi jadi presiden atas dukungan investor ...; ; lebih baik rakyat sengsara daripada menanggung ancaman 9 naga ...; ; hiiiii ...",negative
USER Males banget ak berjodoh sm upil onta',pengguna malas banget aku berjodoh sama upil onta',negative
USER ABISAN TUH MEREKA NGOMONGNYA KENAPA LANCAR BANGET GITULOH GAADA CANGGUNG SAMSEK GATAU APA KALO YG NONTON SENYAM SENYUM SENDIRI KEK ORANG IDIOT',pengguna habisnya itu mereka mengomongnya kenapa lancar banget gituloh tidak ada canggung sama sekali tak tau apa kalau yang menonton senam senyum sendiri kayak orang idiot',negative
"Menjelang Pilkada Ibukota negara itu, terjadi fenomena luar biasa yg blm pernah terjadi sebelumnya; ; Semua warga negara dari etnis tsb yg berada di luar negeri &amp; telah berusia berhak memilih pulang kembali ke ibukota negara hanya utk memberi suara kep","menjelang pilihan kepala daerah ibu kota negara itu, terjadi fenomena luar biasa yang belum pernah terjadi sebelumnya; ; semua warga negara dari etnis tersebut yang berada di luar negeri &amp; telah berusia berhak memilih pulang kembali ke ibu kota negara hanya untuk memberi suara kep",negative
"Bismillah.. Semoga ngga salah pilihan. ; ; Inget lohh milih gubernur itu sama kaya milih calon pasangan hidup. Harus tau bibit, bebet dan bobotnya. ; ; Jangan nyari yg hanya katanya. Tapi nyari yg udah benr2 kebukti.","bismillah.. semoga tidak salah pilihan. ; ; ingat lo memilih gubernur itu sama kayak memilih calon pasangan hidup. harus tau bibit, bebet dan bobotnya. ; ; jangan mencari yang hanya katanya. tapi mencari yang sudah benar benar kebukti.",negative
"Jelaskan terus Islam yg SEBENARNYA, satu titik masyarakat akan sadar Islam BERBAHAYA USER tp pd satu titik","jelaskan terus islam yang sebenarnya, satu titik masyarakat akan sadar islam berbahaya pengguna tetapi pada satu titik",negative
daritadi nungging sambil mainin memek sange bgt cuy:(',dari tadi menungging sambil mainkan memek sange banget cuy:(',negative
"2. Terima kasih Bpk Presiden USER yg tlh memberi ide-ide &amp; arahan penting kpd kami dlm proses pembangunan bandara Kertajati. Sehingga menjadi bandara pertama di Indonesia yg merupakan hasil kerja bersama antara Pemerintah Pusat, Pemda, BUMN &amp; Sw","2. terima kasih bapak presiden pengguna yang telah memberi ide-ide &amp; arahan penting kepada kami dalam proses pembangunan bandara kertajati. sehingga menjadi bandara pertama di indonesia yang merupakan hasil kerja bersama antara pemerintah pusat, pemda, badan usaha milik negara &amp; sw",negative
Islam Nusantara 1 wacana soal Islam Arab dengan PKI yg juga numpang di PDIP. 2015 ini setelah Jokowi menang di pilpres 2014. Sadar ga sih lu dimanfaatkan USER sadar.',islam nusantara 1 wacana soal islam arab dengan partai komunis indonesia yang juga menumpang di pdip. 2015 ini setelah jokowi menang di pemilihan presiden 2014. sadar tidak sih kamu dimanfaatkan pengguna sadar.',negative
RT USER PKI atau khilafah.sama-sama anti Pancasila ... Bubarkan dan tangkap DPR yg dukung..,rt pengguna partai komunis indonesia atau khilafah.sama-sama anti pancasila ... bubarkan dan tangkap dewan perwakilan rakyat yang dukung..,negative
USER USER UYM dkung rezim jg? Hmmm',pengguna pengguna uym dukung rezim jg? hmmm',negative
Ditimbang tinta para ulama dengan darah para syuhada. Maka beratlah tinta para ulama daripada darah para syuhada. Hasan al-Bashri,ditimbang tinta para ulama dengan darah para syuhada. maka beratlah tinta para ulama daripada darah para syuhada. hasan al-bashri,negative
"RT USER: Kebijakan-kebijakan perdagangan merupakan amanat dari presiden USER yang mesti ditunaikan, sehingga perekonomian Indonâ?¦","rt user: kebijakan-kebijakan perdagangan merupakan amanat dari presiden pengguna yang mesti ditunaikan, sehingga perekonomian indon?",negative
"Sosok pemimpin yang sederhana, ta'dzim kpd ulama, Gus ipul memikul sang guru ke tempat peristirahatannya yg terakhir. ; ; #pilihgusipulmbakputi; #GustiTopMarkotob; #GustiBangkalan ; ; USER; USER; USER; USER; USER ; @","sosok pemimpin yang sederhana, ta'dzim kepada ulama, gus ipul memikul sang guru ke tempat peristirahatannya yang terakhir. ; ; #pilihgusipulmbakputi; #gustitopmarkotob; #gustibangkalan ; ; user; user; user; user; pengguna ; @",negative
"(apalagi selain mereka) sehingga mereka tidak mampu melepaskan diri darinya"".*_(HR: Tirmidzi dengan sanad hasan menurut syaikh Al Bani).\nUlama suu\xe2\x80\x99 (sesat/jahat) akan menyuguhkan keburukan dalam bentuk kebaikan, membungkus kesesatan dengan ke","(apalagi selain mereka) sehingga mereka tidak mampu melepaskan diri darinya"".*_(hr: tirmidzi dengan sanad hasan menurut syaikh al bani). ulama suu (sesat/jahat) akan menyuguhkan keburukan dalam bentuk kebaikan, membungkus kesesatan dengan ke",negative
HALAH LU MAH BACOT ASU! PALING LU JUGA ANTEK ANTEKNY SI USER USER atau ini side accny? halah anjing',alah kamu adalah bacot asu! paling kamu juga antek anteknya sih pengguna pengguna atau ini side accny? alah anjing',negative
USER Titit jangan dipake buat pipis aja',pengguna titit jangan dipakai buat pipis aja',negative
USER ga asing dengan corak kayu coklat nya hahahaha',pengguna tidak asing dengan corak kayu coklat nya hahahaha',negative
USER Pokonya Pulangin ke Solo..kalo gak mau Ceburin ke Habitat nya aja di Kolam Butek..; #2019gantipresiden; #2019presidenbaru; #AsalbukanJokowi,pengguna pokoknya pulangkan ke solo..kalo tidak mau ceburkan ke habitat nya saja di kolam butek..; #2019gantipresiden; #2019presidenbaru; #asalbukanjokowi,negative
"Dalam benak saya orang yang teriak ""bubarkan PKI"" itu bahkan lebih lucu dari anak kecil yang jatuh kesandung batu terus batunya disalahin.","dalam benak saya orang yang teriak ""bubarkan pki"" itu bahkan lebih lucu dari anak kecil yang jatuh kesandung batu terus batunya disalahin.",negative
